year,region,country,sector,instrument_type,amount_usd_mn
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,3.09
2020,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.46
2019,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.0
2018,Middle East & North Africa,Morocco,Cross-cutting,Grant,2.41
2017,Middle East & North Africa,Morocco,Cross-cutting,Grant,3.18
2016,Middle East & North Africa,Morocco,Cross-cutting,Grant,7.07
2015,Middle East & North Africa,Morocco,Cross-cutting,Grant,5.92
2017,Middle East & North Africa,Egypt,Climate Adaptation,Grant,7.4
2016,Middle East & North Africa,Egypt,Climate Adaptation,Grant,8.01
2015,Middle East & North Africa,Egypt,Climate Adaptation,Grant,8.0
2014,Middle East & North Africa,Egypt,Climate Adaptation,Grant,3.92
2013,Middle East & North Africa,Egypt,Climate Adaptation,Grant,3.01
2022,Middle East & North Africa,Egypt,Climate Adaptation,Grant,8.24
2021,Middle East & North Africa,Egypt,Climate Adaptation,Grant,15.43
2020,Middle East & North Africa,Egypt,Climate Adaptation,Grant,11.43
2019,Middle East & North Africa,Egypt,Climate Adaptation,Grant,3.74
2013,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,67.92
2022,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,129.55
2021,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,122.48
2020,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,98.02
2019,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,108.09
2018,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,139.38
2017,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,106.88
2016,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,145.31
2015,East Asia & Pacific,Vietnam,Cross-cutting,Concessional Loan,92.33
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.69
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.52
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.37
2019,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.12
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.04
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.19
2016,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.3
2015,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.5
2014,East Asia & Pacific,Philippines,Cross-cutting,Grant,4.56
2017,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,11.08
2016,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,11.28
2015,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,20.13
2014,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,7.53
2013,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,18.8
2022,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,162.46
2021,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,250.03
2020,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,186.04
2019,Latin America & Caribbean,Colombia,Climate Adaptation,Grant,89.51
2013,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,0.08
2015,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,0.04
2016,South Asia,Bangladesh,Cross-cutting,Grant,2.34
2021,South Asia,Bangladesh,Cross-cutting,Grant,0.3
2020,South Asia,Bangladesh,Cross-cutting,Grant,0.02
2019,South Asia,Bangladesh,Cross-cutting,Grant,0.02
2022,Latin America & Caribbean,Brazil,Cross-cutting,Grant,4.56
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.59
2018,Latin America & Caribbean,Brazil,Cross-cutting,Grant,2.03
2017,Latin America & Caribbean,Brazil,Cross-cutting,Grant,2.21
2022,East Asia & Pacific,Indonesia,Cross-cutting,Grant,16.39
2021,East Asia & Pacific,Indonesia,Cross-cutting,Grant,26.17
2020,East Asia & Pacific,Indonesia,Cross-cutting,Grant,13.68
2019,East Asia & Pacific,Indonesia,Cross-cutting,Grant,24.15
2018,East Asia & Pacific,Indonesia,Cross-cutting,Grant,28.12
2017,East Asia & Pacific,Indonesia,Cross-cutting,Grant,18.49
2016,East Asia & Pacific,Indonesia,Cross-cutting,Grant,24.53
2015,East Asia & Pacific,Indonesia,Cross-cutting,Grant,17.58
2014,East Asia & Pacific,Indonesia,Cross-cutting,Grant,20.82
2013,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.54
2022,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.39
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.25
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.32
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.43
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.12
2017,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,2.18
2016,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,1.65
2015,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.95
2017,Middle East & North Africa,Tunisia,Renewable Energy,Equity,0.09
2016,Middle East & North Africa,Tunisia,Renewable Energy,Equity,0.59
2015,Middle East & North Africa,Tunisia,Renewable Energy,Equity,0.7
2014,Middle East & North Africa,Tunisia,Renewable Energy,Equity,1.57
2022,Middle East & North Africa,Tunisia,Renewable Energy,Equity,0.98
2021,Middle East & North Africa,Tunisia,Renewable Energy,Equity,0.43
2019,Middle East & North Africa,Tunisia,Renewable Energy,Equity,0.05
2013,South Asia,Nepal,Cross-cutting,Grant,0.01
2022,South Asia,Nepal,Cross-cutting,Grant,0.19
2019,South Asia,Nepal,Cross-cutting,Grant,0.03
2018,South Asia,Nepal,Cross-cutting,Grant,0.02
2017,South Asia,Nepal,Cross-cutting,Grant,0.19
2016,South Asia,Nepal,Cross-cutting,Grant,0.33
2015,South Asia,Nepal,Cross-cutting,Grant,0.84
2021,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.01
2020,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,2.14
2019,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,4.81
2018,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,4.33
2017,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,6.05
2016,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,2.64
2015,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,1.71
2014,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,4.16
2013,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,1.45
2022,Europe & Central Asia,Ukraine,Energy Efficiency,Grant,3.69
2015,South Asia,Sri Lanka,Climate Adaptation,Grant,0.17
2022,South Asia,Sri Lanka,Climate Adaptation,Grant,0.74
2017,South Asia,Sri Lanka,Climate Adaptation,Grant,0.02
2017,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,16.97
2022,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,40.57
2021,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,13.01
2020,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,27.87
2019,Sub-Saharan Africa,Ghana,Energy Efficiency,Grant,19.71
2021,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.13
2020,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.01
2015,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.01
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,41.68
2022,Middle East & North Africa,Morocco,Cross-cutting,Grant,18.91
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.73
2019,Middle East & North Africa,Morocco,Cross-cutting,Grant,10.14
2018,Middle East & North Africa,Morocco,Cross-cutting,Grant,87.08
2017,Middle East & North Africa,Morocco,Cross-cutting,Grant,439.45
2016,Middle East & North Africa,Morocco,Cross-cutting,Grant,166.74
2015,Middle East & North Africa,Morocco,Cross-cutting,Grant,72.66
2013,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,3.22
2022,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.24
2021,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.79
2020,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.12
2019,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.91
2018,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.95
2017,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,4.48
2016,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.9
2015,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.5
2013,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.43
2022,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.03
2021,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.22
2020,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.03
2019,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.22
2018,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.3
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.39
2016,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.57
2015,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.41
2013,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.49
2022,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.26
2021,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.3
2020,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.35
2019,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.22
2018,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.31
2017,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.89
2016,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.98
2015,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.65
2013,South Asia,Nepal,Energy Efficiency,Grant,8.92
2022,South Asia,Nepal,Energy Efficiency,Grant,4.46
2021,South Asia,Nepal,Energy Efficiency,Grant,4.3
2020,South Asia,Nepal,Energy Efficiency,Grant,5.44
2019,South Asia,Nepal,Energy Efficiency,Grant,6.84
2018,South Asia,Nepal,Energy Efficiency,Grant,8.16
2017,South Asia,Nepal,Energy Efficiency,Grant,10.68
2016,South Asia,Nepal,Energy Efficiency,Grant,10.63
2015,South Asia,Nepal,Energy Efficiency,Grant,7.23
2022,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.05
2020,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.01
2020,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.08
2019,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.01
2018,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.04
2017,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.13
2016,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.16
2015,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.03
2014,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.07
2013,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.02
2022,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.05
2014,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,0.6
2021,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,0.66
2020,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,0.64
2019,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,0.75
2017,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,0.03
2016,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,0.15
2020,Latin America & Caribbean,Mexico,Cross-cutting,Grant,7.87
2019,Latin America & Caribbean,Mexico,Cross-cutting,Grant,8.56
2018,Latin America & Caribbean,Mexico,Cross-cutting,Grant,8.59
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,6.58
2016,Latin America & Caribbean,Mexico,Cross-cutting,Grant,4.89
2015,Latin America & Caribbean,Mexico,Cross-cutting,Grant,7.77
2014,Latin America & Caribbean,Mexico,Cross-cutting,Grant,4.68
2013,Latin America & Caribbean,Mexico,Cross-cutting,Grant,4.22
2022,Latin America & Caribbean,Mexico,Cross-cutting,Grant,11.06
2019,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,1.19
2017,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,3.8
2016,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,0.66
2015,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,1.47
2014,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,0.47
2013,Middle East & North Africa,Jordan,Cross-cutting,Concessional Loan,0.26
2013,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.19
2022,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.61
2021,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.63
2020,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.45
2019,Latin America & Caribbean,Mexico,Cross-cutting,Grant,1.57
2018,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.91
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.55
2016,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.56
2015,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.09
2017,Middle East & North Africa,Egypt,Cross-cutting,Grant,1.4
2016,Middle East & North Africa,Egypt,Cross-cutting,Grant,1.01
2015,Middle East & North Africa,Egypt,Cross-cutting,Grant,1.24
2014,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.78
2013,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.85
2022,Middle East & North Africa,Egypt,Cross-cutting,Grant,1.15
2021,Middle East & North Africa,Egypt,Cross-cutting,Grant,1.81
2020,Middle East & North Africa,Egypt,Cross-cutting,Grant,1.59
2019,Middle East & North Africa,Egypt,Cross-cutting,Grant,1.99
2020,East Asia & Pacific,Indonesia,Cross-cutting,Grant,0.04
2022,East Asia & Pacific,Indonesia,Cross-cutting,Grant,0.27
2013,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.64
2020,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.01
2018,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.55
2017,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.03
2016,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.07
2015,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.01
2013,Latin America & Caribbean,Mexico,Energy Efficiency,Grant,0.39
2020,Latin America & Caribbean,Mexico,Energy Efficiency,Grant,0.07
2013,Sub-Saharan Africa,South Africa,Renewable Energy,Equity,10.38
2021,Sub-Saharan Africa,South Africa,Renewable Energy,Equity,88.48
2020,Sub-Saharan Africa,South Africa,Renewable Energy,Equity,17.17
2021,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,3.86
2020,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,11.98
2019,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,5.33
2018,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,5.73
2017,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,5.66
2015,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,1.12
2014,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,8.91
2013,Latin America & Caribbean,Colombia,Cross-cutting,Concessional Loan,6.3
2013,East Asia & Pacific,Vietnam,Cross-cutting,Grant,117.18
2022,East Asia & Pacific,Vietnam,Cross-cutting,Grant,155.4
2021,East Asia & Pacific,Vietnam,Cross-cutting,Grant,147.76
2020,East Asia & Pacific,Vietnam,Cross-cutting,Grant,137.48
2019,East Asia & Pacific,Vietnam,Cross-cutting,Grant,101.0
2018,East Asia & Pacific,Vietnam,Cross-cutting,Grant,119.31
2017,East Asia & Pacific,Vietnam,Cross-cutting,Grant,124.66
2016,East Asia & Pacific,Vietnam,Cross-cutting,Grant,112.32
2015,East Asia & Pacific,Vietnam,Cross-cutting,Grant,88.75
2013,South Asia,Pakistan,Cross-cutting,Grant,140.07
2022,South Asia,Pakistan,Cross-cutting,Grant,60.06
2021,South Asia,Pakistan,Cross-cutting,Grant,21.36
2020,South Asia,Pakistan,Cross-cutting,Grant,47.4
2019,South Asia,Pakistan,Cross-cutting,Grant,108.2
2018,South Asia,Pakistan,Cross-cutting,Grant,65.01
2017,South Asia,Pakistan,Cross-cutting,Grant,34.26
2016,South Asia,Pakistan,Cross-cutting,Grant,30.45
2015,South Asia,Pakistan,Cross-cutting,Grant,82.77
2013,East Asia & Pacific,Vietnam,Cross-cutting,Grant,12.38
2022,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.31
2021,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.85
2020,East Asia & Pacific,Vietnam,Cross-cutting,Grant,2.43
2019,East Asia & Pacific,Vietnam,Cross-cutting,Grant,3.68
2018,East Asia & Pacific,Vietnam,Cross-cutting,Grant,4.4
2017,East Asia & Pacific,Vietnam,Cross-cutting,Grant,5.44
2016,East Asia & Pacific,Vietnam,Cross-cutting,Grant,7.11
2015,East Asia & Pacific,Vietnam,Cross-cutting,Grant,11.34
2013,Middle East & North Africa,Jordan,Cross-cutting,Grant,131.67
2022,Middle East & North Africa,Jordan,Cross-cutting,Grant,105.69
2021,Middle East & North Africa,Jordan,Cross-cutting,Grant,155.4
2020,Middle East & North Africa,Jordan,Cross-cutting,Grant,86.25
2019,Middle East & North Africa,Jordan,Cross-cutting,Grant,162.82
2018,Middle East & North Africa,Jordan,Cross-cutting,Grant,188.45
2017,Middle East & North Africa,Jordan,Cross-cutting,Grant,466.75
2016,Middle East & North Africa,Jordan,Cross-cutting,Grant,236.21
2015,Middle East & North Africa,Jordan,Cross-cutting,Grant,213.43
2022,Middle East & North Africa,Egypt,Energy Efficiency,Grant,0.91
2021,Middle East & North Africa,Egypt,Energy Efficiency,Grant,0.67
2017,Middle East & North Africa,Egypt,Energy Efficiency,Grant,0.08
2016,Middle East & North Africa,Egypt,Energy Efficiency,Grant,0.53
2015,Middle East & North Africa,Egypt,Energy Efficiency,Grant,0.41
2014,Middle East & North Africa,Egypt,Energy Efficiency,Grant,0.5
2013,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,5.66
2022,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.42
2021,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.47
2020,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,20.2
2019,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,2.33
2018,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,3.32
2017,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,2.67
2016,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.14
2015,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,2.0
2013,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,12.31
2022,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,69.11
2021,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,65.86
2020,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,53.96
2019,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,97.52
2018,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,25.39
2017,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,31.19
2016,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,17.49
2015,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,6.08
2017,South Asia,India,Cross-cutting,Grant,10.51
2022,South Asia,India,Cross-cutting,Grant,10.45
2021,South Asia,India,Cross-cutting,Grant,16.07
2020,South Asia,India,Cross-cutting,Grant,8.94
2019,South Asia,India,Cross-cutting,Grant,6.33
2018,East Asia & Pacific,Philippines,Energy Efficiency,Grant,172.79
2017,East Asia & Pacific,Philippines,Energy Efficiency,Grant,132.58
2016,East Asia & Pacific,Philippines,Energy Efficiency,Grant,155.42
2015,East Asia & Pacific,Philippines,Energy Efficiency,Grant,185.67
2014,East Asia & Pacific,Philippines,Energy Efficiency,Grant,216.77
2013,East Asia & Pacific,Philippines,Energy Efficiency,Grant,191.96
2022,East Asia & Pacific,Philippines,Energy Efficiency,Grant,133.98
2021,East Asia & Pacific,Philippines,Energy Efficiency,Grant,130.11
2020,East Asia & Pacific,Philippines,Energy Efficiency,Grant,141.15
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,1330.96
2022,Middle East & North Africa,Morocco,Cross-cutting,Grant,1133.31
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,662.07
2020,Middle East & North Africa,Morocco,Cross-cutting,Grant,1658.79
2019,Middle East & North Africa,Morocco,Cross-cutting,Grant,687.59
2018,Middle East & North Africa,Morocco,Cross-cutting,Grant,521.0
2017,Middle East & North Africa,Morocco,Cross-cutting,Grant,1388.96
2016,Middle East & North Africa,Morocco,Cross-cutting,Grant,1431.94
2015,Middle East & North Africa,Morocco,Cross-cutting,Grant,959.43
2013,South Asia,Pakistan,Cross-cutting,Concessional Loan,85.24
2022,South Asia,Pakistan,Cross-cutting,Concessional Loan,621.16
2021,South Asia,Pakistan,Cross-cutting,Concessional Loan,816.77
2020,South Asia,Pakistan,Cross-cutting,Concessional Loan,619.75
2019,South Asia,Pakistan,Cross-cutting,Concessional Loan,843.3
2018,South Asia,Pakistan,Cross-cutting,Concessional Loan,57.59
2017,South Asia,Pakistan,Cross-cutting,Concessional Loan,424.42
2016,South Asia,Pakistan,Cross-cutting,Concessional Loan,431.4
2015,South Asia,Pakistan,Cross-cutting,Concessional Loan,394.55
2013,South Asia,Pakistan,Cross-cutting,Grant,2.69
2022,South Asia,Pakistan,Cross-cutting,Grant,0.09
2021,South Asia,Pakistan,Cross-cutting,Grant,0.06
2020,South Asia,Pakistan,Cross-cutting,Grant,0.13
2018,South Asia,Pakistan,Cross-cutting,Grant,0.02
2015,South Asia,Pakistan,Cross-cutting,Grant,0.01
2013,South Asia,Sri Lanka,Cross-cutting,Grant,0.03
2014,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.19
2022,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,2.1
2021,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.73
2020,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.94
2019,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.46
2018,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.63
2017,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.19
2016,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.19
2013,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.01
2021,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.67
2018,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.23
2017,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.22
2016,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.22
